"id","name","location","address","tier_id","type_id","phone_number","state","type","products"
"718","Sybron Medical Centre","","25, MUNGO PARK CLOSE, ASOKORO EXT, ABUJA.","4","1","08037863416","[object Object]","[object Object]","96,3012,98,97"
"719","Peniel Eye Clinic and Surgery","","4B, Mwanza close, off Idimba Str, Wuse Zone3, Abuja.","3","1","07037476368, 07016584118","[object Object]","[object Object]","3012,97,98"
"720","Tolbert Specialist Hospital","","No  17 Democracy Crescent Gaduwa Estate Abuja Nigeria","3","1","08037587905","[object Object]","[object Object]","98,3012,97"
"721","GUINEA SAVANNAH MEDICAL CENTRE","Garki 2","No 5, Aliade Close, Garki 2, Abuja.","3","1","08132338046","[object Object]","[object Object]","97,98,3012"
"722","Fereprod Medical Centre","","OBBO CRESCENT, OFF AHMADU BELLO WAY GARKI","2","1","08164553866 and 08059259985","[object Object]","[object Object]","3012"
"723","Angelic Care Hospital","GARKI","No 19 NGWA CLOSE OFF FUMILAYO RANSOM KUTI ROAD GARKI AREA 3","2","1","08055605011","[object Object]","[object Object]","3012"
"724","Ivory Dental Clinic","","Plot 23, Onitsha Cresent off Gimbiya Street, Garki area 11","2","3","08111200001, 0811 120 0001, 0809 190 0008","[object Object]","[object Object]","3012"
"725","Rachel EyeCentre","Garki 2","23, ONITSHA CRESCENT, GARKI II, ABUJA","3","4","08148019410","[object Object]","[object Object]","3012,97,98"
"726","ST MARYS CATHOLIC HOSPITAL","","BESIDE FRSC RD, GWAGWALADA ABUJA","3","1","08173452760,  08065603500","[object Object]","[object Object]","98,3012,97"
"728","Medimax Hospital","","Plot 418 Oka-Akoko Street, off Lagos Street, Garki 2","3","1","07030240300","[object Object]","[object Object]","97,98,3012"
"729","The Peake Specialist Hospital (Salama Infirmary)","","NO 24, 64 CRESCENT, OFF CHARLY BOY BOULEVARD, GWARIMPA","3","1","08148913099","[object Object]","[object Object]","3012,97,98"
"730","Arewa Specialist Hospital","Jabi","NO 31 ALEX EKWUEME WAY JABI DISTRICT ABUJA","2","1","07026671425, 07026671413","[object Object]","[object Object]","3012"
"731","EyeMasters Eye Clinic- Kubwa Abuja-","","plot 200 Gado Nasco Road, Opposite FCMB, by Eco bank Kubwa, Abuja.","3","4","09095755023, 0908376962","[object Object]","[object Object]","3012,98,97"
"734","Megasight Eye Clinic","","Suite B9, Emmanuel Plaza, 228, POW Mafemi Crescent Utako Abuja.","3","4","08134171089, 08027856311","[object Object]","[object Object]","97,3012,98"
"738","Toronto Hospital","","2 Upper Niger Bridge Road, Niger Bridge Layout PMB 1767, Onitsha","4","1","08039686923","[object Object]","[object Object]","98,96,3012,97"
"740","GLORYLAND-I.N.R.I. MEDICAL CENTRE","","OPPOSITE NEW COMMISSIONER'S QUARTERS OFF ALAMIEYESEIGHA ROAD OPOLO, YENAGOA, BAYELSA STATE","3","1","08033088579,","[object Object]","[object Object]","98,97,3012"
"741","Tobis Clinic and Consultants","","KM 14, CHIEF MELFORD OKILO ROAD,AKENFA, YENAGOABAYELSA STATE","4","1","07063081216","[object Object]","[object Object]","98,3012,97,96"
"742","Liberal clinic","","187 SAPELE- WARRI ROAD, SAPELE","4","1","08033785445","[object Object]","[object Object]","96,3012,98,97"
"744","Sage Clinic","","29,OKERE/ UGBORIKOKO ROAD WARRI, DELTA","4","1","08039124042,  08083933849","[object Object]","[object Object]","97,3012,96,98"
"745","VEENEL HOSPITAL","","61,OKUMAGBA AVENUE ,WARRI","4","1","07062981430","[object Object]","[object Object]","98,3012,97,96"
"746","Soteria EyeClinic","","28 KOTIE STREET, OFF OKUMAGBA AVENUE, WARRI","3","4","08063363506, 08066271717, 07087171336","[object Object]","[object Object]","97,3012,98"
"747","Fairview Hospital","","1, FAIRVIEW HOSPITAL DRIVE, OKUMAGBA AVENUE, WARRI, DELTA STATE.","4","1","08051291413, 08069422492, 09059396665","[object Object]","[object Object]","98,3012,96,97"
"748","MATERNAL AND CHILD SPECIALIST CLINICS","","Block 1,2,3, Adebayo Estate, Former UNAD Health Centre, Adebayo, Iworoko Road,(Beside SLOT shop). @ Behind Immigration Office,off Polytecnic Road Ado-Ekiti","4","1","+2349038518166, 08033886173","[object Object]","[object Object]","97,3012,98,96"
"751","ADE-TADE HOSPITAL","","55, OKEBOLA STREET","4","1","08107296484, 08034753037","[object Object]","[object Object]","96,3012,97,98"
"754","Softshell Specialist Hospital","KUBWA",""A57 AKPABUYO STREET, ARMY POST HOUSING ESTATE, KUBWA "","4","1","08169617763","[object Object]","[object Object]","98,3012,96,97"
"756","Rem-Yems Hospital ltd","","7, fatumbi street, Kola Bus stop, Alagbado , Lagos State.","4","1","08023231492","[object Object]","[object Object]","97,3012,98,96"
"757","Choice Opticals and surgical services - ikeja","","34, Allen Avenue , ikeja","3","4","07018123070, 08091238837, 09015920623","[object Object]","[object Object]","97,3012,98"
"759","Choice Opticals and surgical services - VI","","39 Adeola Odeku Street, V/Island, 4th floor Banksome building. Lagos Nearest Landmark: Post office Just Beside Hubmart Victoria Island","3","4","08180249677, 08081612576","[object Object]","[object Object]","98,97,3012"
"761","Abelo Eye","","114 Warri Sapele Rd, Agbasa 332211, Warri","4","4","08035504028","[object Object]","[object Object]","98,3012,97,96"
"762","Almadina Hospital","","28 QUEEN ELIZABETH ROAD, GRA ZARIA","4","1","08060839148, 07058743836","[object Object]","[object Object]","96,3012,98,97"
"763","Salama Infirmary (Hospital & Maternity)","","2,SOKOTO ROAD, KWANGLA JUNCTION","4","1","08034295219, 08037013203","[object Object]","[object Object]","97,3012,96,98"
"764","Chasel Hospital","","15A, Isa kaita Road, Kaduna","4","1","08058196064, 08124228689","[object Object]","[object Object]","98,3012,97,96"
"767","Harmony Hospital-KADUNA","","74. Narayi road, opposite space 2000  BARNAWA GRA KADUNA","4","1","09066693994, 08037053961","[object Object]","[object Object]","96,3012,98,97"
"768","Horeb Specialist Hospital Ltd.","","MD 7/8, AHMED ROAD, (BEHIND POWA SHOPPING COMPLEX) OFF CONSTITUTION ROAD, KADUNA.","4","1","08136419722","[object Object]","[object Object]","97,3012,96,98"
"772","Amisal Dental Centre","","NO 41B HADEJIA ROAD (former MARIETTA)KANO","4","3","08093067129","[object Object]","[object Object]","98,3012,97,96"
"773","Federal Teaching Hospital, Katsina","","Katsina","4","1","08036867230, 08066021482","[object Object]","[object Object]","96,3012,98,97"
"774","K-Dara Specialist Hospital Katsina","","Gidan Dawa, Katsina","4","1","08035922515, 08032697593, 08035583004","[object Object]","[object Object]","97,3012,96,98"
"775","Niger Hospital, Lokoja","","12B IBB ROAD, LOKOJA, KOGI STATE","4","1","08131357276","[object Object]","[object Object]","98,3012,97,96"
"776","Adeyemo Hospital","Omu-Aran","36, Chief Bamigboye Way, Omu Aran, Kwara","4","1","08069807350, 08034335253","[object Object]","[object Object]","96,3012,98,97"
"777","Ajisafe Hospital","","No. 3, GRA Road, Agamo Area, Omu Aran, Kwara","4","1","08063148179","[object Object]","[object Object]","97,3012,96,98"
"778","First Eye Clinic","","19, OFFA Road, Ilorin","4","4","08063107698","[object Object]","[object Object]","98,3012,97,96"
"782","Top Medical Centre","Tunga","PLOT 4, TOP MEDICAL RD, TUNGA-MINNA, NIGER STATE","4","1","07081319997,  0708 814 2935","[object Object]","[object Object]","96,3012,98,97"
"783","First Alpha Medical Centre","","11-13,KUFORIJI - OLUBI DRIVE, ADIGBE, ABEOKUTA","4","1","08149146065, +234 39 242 789","[object Object]","[object Object]","97,3012,96,98"
"784","Itunu Hospital","","48,Tinubu street,Ita-Eko,Abeokuta,Ogun State","4","1","08035021541, +2348131054575,","[object Object]","[object Object]","98,3012,97,96"
"785","O and A Medical centre Ltd.","","HN D2/3, ASERO HOUSING ESTATE, ASERO, ABEOKUTA, OGUN STATE.","4","1","08033460998","[object Object]","[object Object]","96,3012,98,97"
"786","Balda Hospital","","31, ITSEKIRI STREET, IJU-AJUWON, LAGOS/OGUN STATE BOUNDARY.","4","1","08056674902, 08033293392, 09096971781","[object Object]","[object Object]","97,3012,96,98"
"788","Kingsmith Hospital & Maternity","","12 OJODU BERGER STREET AKUTE","4","1","08023010077, 08089497905, 08092755286, 0704 060 7393,","[object Object]","[object Object]","98,3012,97,96"
"790","Comfort Clinic and Maternity","","3, Ganiyu Ayinla street, off celestial avenue, Ereko quaters , Ibafo, ogun state","4","1","09166353409, 08033018915","[object Object]","[object Object]","96,3012,98,97"
"792","Lafia- Kowa Specialist Hospital","","1, KOWA STR, CELE JUNCTION, OFF EJIRIN RD, Ijebu ode","4","1","08166446141, 0803 409 3054, 0816 715 4050, 08059122821","[object Object]","[object Object]","97,3012,96,98"
"796","Amazing Grace Clinic- ijebu ode","","NO 7 ILORO STREET,OFF NEW ROAD,IJEBU ODE","4","1","0803 359 5534, 07018999057, 07056828534","[object Object]","[object Object]","98,3012,97,96"
"798","Olu-Ola Hospital","","NO 12B ODEOGBO STREET,IJEBU ODE","4","1","08034433392","[object Object]","[object Object]","96,3012,98,97"
"809","Abundant Life Hospital Ltd.","","1, Idahosa street, olopemeji area mowe off Adesan road","4","1","08023537448, 0703-046-7108","[object Object]","[object Object]","97,3012,96,98"
"816","Promise Medical Centre-sango","","19,PLAZA ROAD,OFF IJOKO ROAD","4","1","08033033281, 08176986013, 07086719586","[object Object]","[object Object]","98,3012,97,96"
"818","El- Bethel Medical centre- Ogun","","31 dantajira street, sabo , sagamu , ogun state","4","1","07089500270, 08033063521","[object Object]","[object Object]","96,3012,98,97"
"819","Imperial Specialist Hospital","","41 SOSANWO STREET OFF AYEPE ROAD SAGAMU","4","1","08167290502, +234 803 344 0434","[object Object]","[object Object]","97,3012,96,98"
"820","Owokoniran Memorial Hospital","","3, Owokoniran Street, Station Makun, Sagamu, Ogun State","4","1","08033490452, +2348023807807","[object Object]","[object Object]","98,3012,97,96"
"822","Alpha Clinic","","3 CATHOLIC CHURCH ROAD,OLORORO, Ayegbami, shagamu","4","1","08168338062, 0803 723 1860","[object Object]","[object Object]","96,3012,98,97"
"825","MEDYTOP SPECIALIST HOSPITAL","","3, Ejimo Street, Alebiosun Street Isale Ijagba, Sagamu","4","1","08037159057, 08034225164, +234 803 392 7602","[object Object]","[object Object]","97,3012,96,98"
"838","Ireti Oluwa Hospital","","sawmill Area, Apake, Ogbomoso","4","1","08033791188, 0807-605-3188","[object Object]","[object Object]","98,3012,97,96"
"844","Shalom Medical Centre","","Sabo Area, Ogbomoso","4","1","08139397292, 08036907198","[object Object]","[object Object]","96,3012,98,97"
"849","Kots Dental Clinic","","104, ogunlana drive , surulere","3","3","012714294","[object Object]","[object Object]","3012,97,98"
"852","Christ Hospital","Owo","11 Adeyemi College Road, Lipakala, Ondo City, Ondo.","4","1","08105808723, 08034662996,","[object Object]","[object Object]","98,3012,97,96"
"853","Atinu Critical Care Hospital","","296 REFINERY ROAD, ELELENWON","3","1","8038469013, 0803 338 4302, 09030002187","[object Object]","[object Object]","97,3012,98"
"854","Cumi Medical Centre","","2, LIFT UP CLOSE, OFF EZEGBAKAGBAKA ROAD, WOJI, PORT HARCOURT, RIVERS.","3","1","08103198838, 0803 310 8294","[object Object]","[object Object]","98,3012,97"
"855","Green Care Medical Consultants","","15 E W WORLU ROAD,AFTER OGOLOGO ROAD, OFF OBIWALI ROAD RUMUIGBO PORT HARCOURT","4","1","08064697006","[object Object]","[object Object]","96,3012,98,97"
"856","Ofure Specialist","","PLOT 65 OKPORO ROAD BEHIND ECOBANK OFF ABA ROAD ARTILLERY","3","1","08033101214","[object Object]","[object Object]","3012,97,98"
"857","Rehoboth Specialist Hospital- Port Harcourt","","2, WINNERS WAY, OFF AFAM STREET, D/LINE, PORT HARCOURT, RIVERS.","2","1","08037800151, 0813 086 7929, 07030400559","[object Object]","[object Object]","3012"
"859","3-J Dental Clinic","Port-harcourt","PLOT 101, EAST-WEST ROAD, RUMUODARA, P/H","3","3","08071557277","[object Object]","[object Object]","3012,98,97"
"861","CYNARD EYE CLINIC - TRANS AMADI PHC","","PLOT 85/86 FHA, PETER ODILI ROAD, TRANS AMADI, PORT HARCOURT, RIVERS","3","4","CALL: 07062728573 WHATSAPP: 09085855584","[object Object]","[object Object]","97,3012,98"
"862","CYNARD EYE CLINIC - WOJI PHC","","PLOT 6 , CLOSE 4 ONUOKOLO LAYOUT TRANSWOJI ROAD WOJI , PORT HARCOURT, RIVERS.","3","4","Whatsapp - 09085855584 Call - 07013493248","[object Object]","[object Object]","98,97,3012"
"863","Dominion Optometry Clinic","Port-harcourt","NO 8 OLD ABA ROAD RUMUOGBA  PORT HARCOURT","3","4","08035365554","[object Object]","[object Object]","3012,98,97"
"864","The Ophthalmic Specialists","Port-harcourt","37, WOJI ROAD, GRA PHASE 2, PORT HARCOURT, RIVERS.","3","4","08058958555","[object Object]","[object Object]","97,3012,98"
"866","Vonnie Vision Eye Care Consultants","Port-harcourt","CLOSE 8, PLOT 2B ELEKAHIA HOUSING ESTATE,opposite liberation stadium, PORT HARCOURT","3","4","08033414967","[object Object]","[object Object]","98,97,3012"
"867","JOSPHINNS EYE CLINIC","Port-harcourt","NO 14 KHANA STREET  DLINE OFF OLU OBASANJO ROAD PORT HARCOURT","3","4","07035360969","[object Object]","[object Object]","3012,98,97"
"868","Hilton Clinics","","2 EJIKWU WIKE CLOSE, OFF ADA GEORGE  BY WHIMPEY, ROAD, MILE 4, PORT HARCOURT.","4","1","07089029932","[object Object]","[object Object]","96,3012,97,98"
"869","Samaritan Clinic/ Hospital","","7 EKONG UKO STREET, EKET","2","1","08064752204, 08023347227","[object Object]","[object Object]","3012"
"870","Cozar Specialist Hospital","","No. 6 Main School Road, Off Hospital Road, Eket","4","1","08036501818, 08088611811","[object Object]","[object Object]","98,3012,96,97"
"872","Domingo Specialist Hospital","","PLOT 9, UNIT E, BEN UDOH STR, EWET HOUSING ESTATE","4","1","08034057550, 09038682222, 08027306681","[object Object]","[object Object]","97,3012,98,96"
"873","Jeconiah Specialist Hospital","","BANKING LAYOUT OFF UDO UDOMA, OPP AKWA IBOM SATE HOUSE OF ASSEMBLY, UYO","4","1","08035784531","[object Object]","[object Object]","96,3012,97,98"
"874","Unwanna Family Hospital","","16 NKEMBA STREET , UYO,","4","1","08028102307, 08068223082","[object Object]","[object Object]","98,3012,96,97"
"876","SAN DOMINIQUE HOSPITAL","","PLOT 3, UNIT G,EWET HOUSING ESTATE, UYO","4","1","08033510775","[object Object]","[object Object]","97,3012,98,96"
"877","NEDEKE CHILDRENS HOSPITAL","","34 UDO EKPO MKPO STREET OFF NWANIBA ROAD, UYO","4","1","08023244902, 08035085766","[object Object]","[object Object]","96,3012,97,98"
"878","MFON ABASI MEDICAL CENTER","","10, GIBBS STREET, UYO, AKWA IBOM STATE","4","1","08023160661","[object Object]","[object Object]","98,3012,96,97"
"879","Smile Well Dental Clinic Limited","","NO 405 ORON ROAD, BY DAN BASSEY STREET MBIABONG UYO","3","3","08065336028","[object Object]","[object Object]","3012,98,97"
"881","Cee Jay Vision Centre","","7 EKPO OBOT STREET, UYO","3","4","08027264697,","[object Object]","[object Object]","97,3012,98"
"882","Majesty Hospital","","60, Wellington Bassey Way Uyo","4","1","09058940338","[object Object]","[object Object]","98,96,3012,97"
"884","Mount Olive Clinic and Maternity","","8, Ebong Essien Street, Off Ikot - Ekpene Road, Uyo,","4","1","08022232072","[object Object]","[object Object]","97,3012,98,96"
"888","Majesty  Hospital and Eye Centre","Uyo","60, Wellington Bassey Way Uyo","4","4","09058940338, 07038611692","[object Object]","[object Object]","96,98,97,3012"
"891","Peace Medical Centre( UYO)","","Plot 68, Green Spring estate shelter Afrique Housing Estate, Uyo","4","1","0803-666-9406, 08032976433","[object Object]","[object Object]","3012,97,96,98"
"892","Heroeland Specialist Hospital","","17 UNITY AVENUE  RUMUOKWUTA, BY PIN PLACE, NTA ROAD","3","1","07063274003","[object Object]","[object Object]","98,97,3012"
"893","Life Forte Specialist Hospital","","3 ORLU-WOSU STREET, OFF UOE ROAD, RUMUOLUMENI, PORT HARCOURT, RIVERS STATE","4","1","07034462808","[object Object]","[object Object]","98,3012,97,96"
"895","Best Smilez Dental Clinic","Port-harcourt","4 NZIMIRO STREET, OLD GRA","3","3","08101344144, 	2348169454236","[object Object]","[object Object]","97,3012,98"
"896","Cimbak Dental Clinic - Rumuogba","","No. 1, Nwankpa close ( Beside Savvy Sunny Suites ), off Okporo road, Rumuogba, Port Harcourt.","3","3","08186374954","[object Object]","[object Object]","98,3012,97"
"898","Momoh Memorial Hospital","","Idi Ope Aketan Baale, Oyo, Oyo State","4","1","08076768002","[object Object]","[object Object]","96,3012,98,97"
"899","Peamak Hospital and Maternity Centre","","Alalubosa Road, Oyo","4","1","08035794572, 0702 924 5362","[object Object]","[object Object]","97,3012,96,98"
"901","premier medical services","","3 HIGH TENSION LANE","3","1","07064879822, 08132806235","[object Object]","[object Object]","98,3012,97"
"902","ST. ATHANASIUS HOSPITAL LIMITED","","1, UFEH STREET, FEDERAL HOUSING ESTATE, ABAK ROAD "","3","1","08039235370","[object Object]","[object Object]","97,98,3012"
"905","Bakor Medical centre","","NO. 124 Murtala Mohammed High way, opp NNPC and Oando filling station, Federal housing, Calabar","4","1","08090968150,  08023257855","[object Object]","[object Object]","96,3012,97,98"
"906","Arubah Specialist Hospital- isang iso","","NO 23 NSEFIK EYO CLOSE OFF NDIDEM USANG ISO ROAD","3","1","08113333822, 07062941331","[object Object]","[object Object]","98,3012,97"
"907","Goldie Clinic","","4 EKONG NYONG CLOSE CALABAR(ETA AGBO LAYOUT)","4","1","08033329439","[object Object]","[object Object]","96,3012,98,97"
"908","Mambo Clinic Maternity and Diagnostics","","12 ATAMUNU STREET CALABAR LGA","4","1","08077080587, 08034706410","[object Object]","[object Object]","97,3012,96,98"
"911","Joebong Skin and Medical Centre","","4 KADANA STREET OFF ATEKONG DRIVE STATE HOUSING ESTATE CALABAR","4","1","08035519245","[object Object]","[object Object]","98,3012,97,96"
"912","Faith Foundation Specialist Clinic","","57, NDIDEM USANG ISO RD","3","1","08056568291, 08033580726","[object Object]","[object Object]","97,3012,98"
"916","Immanuel Infirmary","","1, ASSEMBLIES OF GOD RD, ARMY JUNCTION, IKOT EFFANG","4","1","07069408025","[object Object]","[object Object]","98,3012,96,97"
"919","Faith Mediplex","","AIRPORT ROAD, NEAR GIWA AMU JUNCTION","3","1","08183502301, 08020541033","[object Object]","[object Object]","3012,98,97"
"920","Rainbow Dental Clinic","Benin","5a Igun street, off Sakponba road,Ring Road Benin city.Edo State.","3","3","08061344613, 09052018208","[object Object]","[object Object]","97,3012,98"
"921","Mount Gilead Hospital","","1 GILEAD CLOSE, USELU QUARTERS, BENIN CITY","4","1","08076693428, 08138848388","[object Object]","[object Object]","98,96,3012,97"
"923","ZAMAN CLINIC & MATERITY LTD","","25, BABANGIDA ROAD, PHASE 1, FHA LUGBE, ABUJA.","4","1","08023616726","[object Object]","[object Object]","97,3012,98,96"
"924","Tona Hospital","","1, IGHODALO STR, OFF AGBOR RD","4","1","09063998360, 08115898875","[object Object]","[object Object]","96,98,97,3012"
"925","Edi International Hospital","","1, CORONATION DRIVE, OFF AIDEYAN RD, GRA","4","1","08052692048,  07048097605","[object Object]","[object Object]","3012,97,96,98"
"926","Daniel and David Eye Clinic","","71 First Ugbor road, after ugbor village junction. GRA, Benin City","3","4","8059143350, 081 2119 2022","[object Object]","[object Object]","98,97,3012"
"927","Prime Optical and Eyeclinic","Benin","70, IHAMA ROAD, G.R.A, BENIN CITY","3","4","08148481574, Tel: 08030411487  Tel: 08178599499","[object Object]","[object Object]","3012,98,97"
"928","Ise Clinic & Maternity","","41, Textile Mill Road, Benin","4","1","08055125040,  07068036350, 07061928752","[object Object]","[object Object]","96,3012,97,98"
"929","Life Medical Centre (Life Hospital)","","22 igbinidu street , off omoma , off oko central Road , behind oko prison's. Benin city","4","1","08057741684, 0901 766 6666","[object Object]","[object Object]","98,3012,96,97"
"930","Oreste Medical Centre","","58, Akenzua Street, Off Airport Road, Benin.","4","1","07031599842, 08033522734, 08035814206","[object Object]","[object Object]","97,3012,98,96"
"931","Osula Royal Hospital","","5, Idahosa Lane, Off Mission Road, Benin","4","1","07069217299","[object Object]","[object Object]","96,3012,97,98"
"933","The Rock Hospital","","84, Ihama Road, G.R.A. Benin","4","1","08078680061, 09022269192, 08023465263","[object Object]","[object Object]","98,3012,96,97"
"934","St Philomena Catholic Hospital","","23 Dawson Rd, Avbiama 300271, Benin City","4","1","08074324772","[object Object]","[object Object]","97,3012,98,96"
"935","Ekpen Hospital","","8, First Agho Lane, Ekewan Benin.","4","1","08064887720","[object Object]","[object Object]","96,3012,97,98"
"936","Lily Hospital-BENIN","","17 Edo-Osagie St, Ogogugbo, Benin City","2","1","08113690483","[object Object]","[object Object]","3012"
"938","Irele Ifijeh Hospital Limited","","22, Lucky Way, Benin","4","1","08036822203, 08035145627","[object Object]","[object Object]","98,3012,96,97"
"939","Arubah Specialist Hospital- Unical Road","","No 2,school road,UNICAL HOTEL ROAD,Calabar,Cross River State.","3","1","08117333332, 09032841949","[object Object]","[object Object]","3012,98,97"
"943","Baptist Medical Centre","","PMB 43, off fatunla road,Ajegunle Area, Saki","4","1","08020326060,","[object Object]","[object Object]","96,3012,97,98"
"946","Blue Print Specialist Clinic","","3 Falodun Avenue, Oke Ogun, Owo","4","1","08037170752","[object Object]","[object Object]","98,3012,96,97"
"956","Benonil Hospital","","7, ZION STREET, WURUKUM, MAKURDI","4","1"," 07030437024","[object Object]","[object Object]","97,3012,98,96"
"957","Madonna Health Services Limited","","BEHIND UNION BANK PLC,NEW BRIDGE OTUKPO ROAD,BENUE STATE","3","1","0813 183 8557, 07033313531","[object Object]","[object Object]","97,3012,98"
"959","Snow white Dental clinic","","9 Nurudeen Anifowoshe, Ikeja","3","3","09098846031","[object Object]","[object Object]","98,97,3012"
"960","Teethcity Dental Specialist","","18A. Eleruwa street, wemabod estate , off Adeniyi jones, ikeja","3","3","08178607135, 08033485981","[object Object]","[object Object]","3012,98,97"
"962","Orange Dental","","Alagbaka, Akure","3","3","08148289576","[object Object]","[object Object]","97,3012,98"
"963","Princess Medical Center(Signature)","","No 5 Ndabros street Nkpogu Transamadi","3","1","0906 296 8351, 07035114678, 0806-304-2818, 803-816-8256, +234 806 367 4818","[object Object]","[object Object]","98,97,3012"
"966","Shield Specialist Hospital Limited","","Plot4, Close D, Peace Valley Estate Transwoji Portharcourt","4","1","08033194541, 08098798531, +234 803 312 2337","[object Object]","[object Object]","98,3012,97,96"
"967","Total Care Dental Clinic","1st floor, Big Treat Mall, 1 stadium Road opp Airf","274 EVENT PLACE , 111 AIRPORT ROAD OPP.  MOBIL FILLING STATION BY ELIOZU RD RUMUODOMANYA","3","3","08085059961","[object Object]","[object Object]","97,3012,98"
"968","Opti- Vue Eyecare Ltd","Port-harcourt","3 IGBODO STREET, OLD GRA PORT HARCOURT","3","4","08139257808","[object Object]","[object Object]","98,3012,97"
"969","Truvision Limited, Portharcourt","","112, ABA RD, GARRISON","3","4","07041813675","[object Object]","[object Object]","97,3012,98"
"970","Poshel Eye Clinic","","shop A5 Azigidi plaza , Gadanasko Road 2/1 Kubwa,Abuja.","4","4","08101636108","[object Object]","[object Object]","98,3012,96,97"
"972","Canan Dental Clinic","","5A, sasegbon street, off sobo Arobiodu street, GRA, Ikeja","3","3","09095500773","[object Object]","[object Object]","3012,98,97"
"973","Metro Eyes Nigeria Ltd -Bodija","","42, Kenneth Dike way(secretariat Road) Beside Favos Building , Bodija","3","4","07042834174","[object Object]","[object Object]","97,3012,98"
"977","The Pizzaz Hospital, Ibadan","","along Lagos-Ibadan Bye-pass, Challenge Expressway","4","1","08055053980,  02 291 8474, 08132919886","[object Object]","[object Object]","98,96,3012,97"
"978","June Dental","","Behind total filling station, dejo dairo street.Adexbustop,monatan iwo road, Ibadan","4","3","08033248554","[object Object]","[object Object]","97,3012,98,96"
"980","Lennox Hospital","","PLOT 7 FLOODGATE STREET,BESIDE NIPCO FILLING STATION,OLOKONLA, AJAH LAGOS.","4","1","+234 810 523 2886","[object Object]","[object Object]","96,98,97,3012"
"982","NIDUS AQUILAE HOSPITAL","Ilupeju","19 OBA ADETONA STREET OFF SURA MOGAJI STREET ILUPEJU","3","1","08141381081","[object Object]","[object Object]","97,98,3012"
"985","Metro eyes- Abuja","Utako","SUITE F08, SMART BRIDGE PLAZA, 1, FINGESI ROAD, UTAKO DISTRICT, ABUJA.","3","4","0704 318 6929","[object Object]","[object Object]","3012,97,98"
"987","Metro Eyes- Ringroad","","Irepodun Close, Ososami Junction, Ring Road, Ibadan.","3","4","07044468099","[object Object]","[object Object]","98,3012,97"
"988","Metro Eyes- Akobo","","Suite 10/11, Lexyland Trade Centre, Opposite General Gas, Akobo, Ibadan.","3","4","07045316179","[object Object]","[object Object]","97,98,3012"
"989","Metro Eyes- Sango Ota","","89, Idiroko Road, Behind CKC Medical & Dental Centre, Sango Ota, Ogun State.","3","4","07042834173","[object Object]","[object Object]","3012,97,98"
"990","Metro Eyes- Abeokuta","","Peace Medical Centre, 75, Osoba Road, Opp. Access Bank Plc., Oke-Ilewo, Abeokuta.","3","4","08030866161","[object Object]","[object Object]","98,3012,97"
"991","Metro Eyes- Ijebu Ode","","86, Ibadan Road,  Beside Diadem Supermarket, UBA Roundabout, Ijebu-Ode.","3","4","08107564408","[object Object]","[object Object]","97,98,3012"
"993","Everlife Hospital","Badagry","NO 3  PETER EDOSO STREET, PAKO,IYANA-ERA, IJANIKIN LAGOS","4","1","08033610434, 08056768821","[object Object]","[object Object]","96,97,3012,98"
"995","Opti-care eye clinic","Port-harcourt","plot 19 stadium road","3","4","08055065093","[object Object]","[object Object]","98,3012,97"
"996","Perfect Sight Eye Centre","Port-harcourt","80 Stadium road","3","4","08036050236","[object Object]","[object Object]","97,3012,98"
"997","XCELL Gym and Spa","","9, WAZIRI IBRAHIM CRESCENT, OFF ABUBAKAR ABDULSALAM WAY, GUDU,ABUJA","3","8","09029010095","[object Object]","[object Object]","98,3012,97"
"1001","Roberts Dental","","19, , Ogunlana Dr, 1st FloorSurulere, Lagos","3","3","09060009289, 0803 752 0961, 0906 000 9228","[object Object]","[object Object]","97,3012,98"
"1002","ANGEL & EAGLE SPECIALIST HOSPITAL","","9B, SIKIRU JIMOH ROAD, BESIDE WENBY SUITES GRA IBARA","4","1","08110000721, 0811-111-2 311, 01-290-914","[object Object]","[object Object]","98,97,96,3012"
"1004","LUSCENT HOSPITAL","","Plot6 peace estate imaletalafia lekki epe express way","2","1","08069635056","[object Object]","[object Object]","3012"
"1005","ACE MEDICARE CLINICS- Ota","","km 10, idiroko road, ota, ogun state(opposite Canaan Land)","4","1","08127998049, 08097822417, 0807 716 5465, 0809-526-8106,","[object Object]","[object Object]","3012,97,98,96"
"1007","Palmville Hospital","","10 Mulikat Onisiwo Street, Igbo Oluwo Estate Jumofak Bus Stop, Ikorodu, Lagos","4","1","09063509862, 0816-129-8938, 08036102192","[object Object]","[object Object]","96,97,3012,98"
"1008","Brighthouse dental clinic","","1 Chivita Avenue,By 2/4 Jay Momoh Street,Ajao Estate,Oshodi -Isolo,Lagos.","3","3","08173965673","[object Object]","[object Object]","98,3012,97"
"1012","Brighthouse optical clinic","","1 Chivita Avenue,By 2/4 Jay Momoh Street,Ajao Estate,Oshodi -Isolo,Lagos.","3","4","08173965673, 08053796150, 07067539570","[object Object]","[object Object]","97,3012,98"
"1013","REEMEE MEDICARE","Bauchi","6, RIMI ROAD, G.R.A., BAUCHI","4","1","08072224416","[object Object]","[object Object]","98,97,96,3012"
